	dir chrom start end
Glyma02g19330 - Gm02 18228374 18229413
Glyma02g19340 - Gm02 18230435 18231348
Glyma02g19350 - Gm02 18253636 18255706
Glyma02g19370 - Gm02 18384983 18385996
Glyma02g19380 - Gm02 18393743 18397558
Glyma02g19390 + Gm02 18401060 18402168
Glyma02g19400 - Gm02 18401495 18401710
Glyma02g19410 + Gm02 18439179 18440734
Glyma02g19420 + Gm02 18443301 18443592
Glyma02g19430 - Gm02 18450602 18459165
Glyma02g19630 - Gm02 18694777 18699141
Glyma02g19640 - Gm02 18708999 18714747
Glyma02g19850 - Gm02 18929599 18929797
Glyma02g19860 + Gm02 18931014 18931812
Glyma02g19870 + Gm02 18950977 18954077
Glyma02g19880 - Gm02 19007046 19008654
Glyma02g20080 + Gm02 19408217 19413978
Glyma02g20090 - Gm02 19425696 19426664
Glyma02g20490 + Gm02 19815737 19819706
Glyma02g20690 - Gm02 19921907 19925379
Glyma02g20700 + Gm02 19922392 19922888
Glyma02g20900 + Gm02 20050256 20051291
Glyma02g21100 - Gm02 20167000 20168118
Glyma02g21110 - Gm02 20170220 20174729
Glyma02g21120 + Gm02 20177342 20177557
Glyma02g21130 + Gm02 20196396 20196579
Glyma02g21140 + Gm02 20228279 20238493
Glyma02g21350 + Gm02 20570792 20578385
Glyma02g21360 + Gm02 20580348 20580705
Glyma02g21560 + Gm02 20741797 20744346
Glyma02g21570 + Gm02 20756048 20765856
Glyma02g21580 - Gm02 20766571 20768265
Glyma02g21590 + Gm02 20805167 20811736
Glyma02g21600 - Gm02 20807092 20808438
Glyma02g21800 - Gm02 20951545 20951982
Glyma02g21810 - Gm02 20953581 20955425
Glyma02g21820 + Gm02 20973701 20974587
Glyma02g21830 - Gm02 20979682 20984217
Glyma02g21840 - Gm02 20984543 20985809
Glyma02g22040 + Gm02 21383984 21384976
Glyma02g22050 + Gm02 21387092 21389112
Glyma02g22070 + Gm02 21409115 21411764
Glyma02g22270 - Gm02 21543470 21543996
Glyma02g22280 + Gm02 21549373 21550180
Glyma02g22290 + Gm02 21588221 21588777
Glyma02g22300 + Gm02 21611617 21614123
Glyma02g22310 - Gm02 21648818 21649033
Glyma02g22320 - Gm02 21673030 21679971
Glyma02g22520 + Gm02 21796159 21803073
Glyma02g22530 + Gm02 21821992 21823410
Glyma02g22730 - Gm02 21929725 21936300
Glyma02g22740 + Gm02 21957062 21957178
Glyma02g22750 - Gm02 21962604 21962726
Glyma02g22760 - Gm02 21966745 21969192
Glyma02g22960 - Gm02 22637418 22650240
Glyma02g23160 + Gm02 23193359 23193686
Glyma02g23170 - Gm02 23194821 23197699
Glyma02g23180 - Gm02 23202287 23203008
Glyma02g23190 - Gm02 23289999 23290126
Glyma02g23390 - Gm02 23428066 23432753
Glyma02g23590 - Gm02 23904440 23905940
Glyma02g23600 + Gm02 23914944 23916268
Glyma02g23610 + Gm02 23964444 23977768
Glyma02g23630 + Gm02 24072606 24072853
Glyma02g23640 + Gm02 24073268 24087912
Glyma02g23840 - Gm02 24251020 24252211
Glyma02g23850 - Gm02 24255042 24255224
Glyma02g23860 - Gm02 24260930 24262939
Glyma02g24060 - Gm02 24446312 24448029
Glyma02g24070 - Gm02 24449534 24450162
Glyma02g24270 - Gm02 24850585 24850782
Glyma02g24290 - Gm02 24870110 24872541
Glyma02g24490 - Gm02 25135324 25137032
Glyma02g24500 + Gm02 25150830 25151420
Glyma02g24510 + Gm02 25165063 25166543
Glyma02g24920 + Gm02 25626692 25628610
Glyma02g24930 - Gm02 25630550 25631781
Glyma02g24940 + Gm02 25633405 25638329
Glyma02g25140 - Gm02 25759945 25760233
Glyma02g25150 - Gm02 25793938 25799137
Glyma02g25160 + Gm02 25859892 25861379
Glyma02g25170 + Gm02 25876786 25877041
Glyma02g25180 - Gm02 25907569 25910237
Glyma02g25220 + Gm02 25945455 25948818
Glyma02g25230 - Gm02 25949400 25955536
Glyma02g25240 + Gm02 25963943 25972849
Glyma02g25250 + Gm02 25975054 25980250
Glyma02g25260 + Gm02 25984584 25988074
Glyma02g25270 - Gm02 26004050 26005908
Glyma02g25280 - Gm02 26025089 26025967
Glyma02g25290 + Gm02 26033227 26037875
Glyma02g25300 - Gm02 26040727 26045244
Glyma02g25310 - Gm02 26049683 26053864
Glyma02g25320 - Gm02 26100324 26106017
Glyma02g25520 - Gm02 26268637 26279643
Glyma02g25530 + Gm02 26271019 26278723
Glyma02g25730 - Gm02 26453716 26459912
Glyma02g25930 + Gm02 26764947 26771632
Glyma02g25940 + Gm02 26834112 26834382
Glyma02g25950 + Gm02 26843431 26844752
Glyma02g26150 + Gm02 26975132 26976597
Glyma02g26160 + Gm02 27007817 27014362
Glyma02g26360 - Gm02 27200751 27200996
Glyma02g26370 + Gm02 27207619 27207990
Glyma02g26380 - Gm02 27216770 27218622
Glyma02g26390 + Gm02 27243590 27250075
Glyma02g26400 - Gm02 27256622 27262542
Glyma02g26410 + Gm02 27263320 27266372
Glyma02g26430 - Gm02 27292361 27297618
Glyma02g26440 + Gm02 27295259 27296696
Glyma02g26450 - Gm02 27316781 27325497
Glyma02g26460 + Gm02 27341913 27345811
Glyma02g26470 - Gm02 27358292 27359532
Glyma02g26480 - Gm02 27361668 27363548
Glyma02g26490 - Gm02 27368677 27370153
Glyma02g26510 - Gm02 27403819 27409568
Glyma02g26520 - Gm02 27431598 27431789
Glyma02g26530 - Gm02 27432232 27433888
Glyma02g26540 + Gm02 27450014 27450472
Glyma02g26550 + Gm02 27451466 27451617
Glyma02g26560 + Gm02 27452822 27453052
Glyma02g26570 - Gm02 27453263 27454188
Glyma02g26590 - Gm02 27462844 27462985
Glyma02g26610 - Gm02 27493907 27494717
Glyma02g26620 + Gm02 27538245 27546197
Glyma02g26630 - Gm02 27600085 27614273
Glyma02g26640 + Gm02 27640179 27641434
Glyma02g26650 + Gm02 27644966 27659917
Glyma02g26660 - Gm02 27660832 27661041
Glyma02g26670 - Gm02 27673718 27677986
Glyma02g26680 - Gm02 27687105 27689982
Glyma02g26690 - Gm02 27697369 27697689
Glyma02g26700 - Gm02 27715166 27716625
Glyma02g26710 + Gm02 27723600 27763855
Glyma02g26740 - Gm02 27769506 27770828
Glyma02g26750 - Gm02 27778432 27784405
Glyma02g26760 + Gm02 27788133 27788778
Glyma02g26770 - Gm02 27790331 27791407
Glyma02g26780 + Gm02 27814378 27817227
Glyma02g26790 - Gm02 27819239 27824032
Glyma02g26800 + Gm02 27848290 27849159
Glyma02g26810 + Gm02 27888181 27891041
Glyma02g26820 - Gm02 27901854 27909135
Glyma02g26830 + Gm02 27920519 27920640
Glyma02g26840 + Gm02 27945413 27948329
Glyma02g26850 + Gm02 27960638 27964560
Glyma02g26860 - Gm02 27966432 27968882
Glyma02g26870 - Gm02 27970848 27972695
Glyma02g26880 + Gm02 27984766 27986181
Glyma02g26890 + Gm02 27995269 27997256
Glyma02g26900 + Gm02 28003855 28006265
Glyma02g26910 + Gm02 28011277 28011401
Glyma02g26920 + Gm02 28056173 28057950
Glyma02g26930 - Gm02 28075294 28075860
Glyma02g26940 + Gm02 28081656 28081885
Glyma02g26950 - Gm02 28083812 28084841
Glyma02g26960 - Gm02 28090976 28093316
Glyma02g26970 + Gm02 28092709 28092798
Glyma02g26980 - Gm02 28097651 28098055
Glyma02g26990 + Gm02 28098742 28099977
Glyma02g27000 + Gm02 28167796 28169239
Glyma02g27010 + Gm02 28170820 28175527
Glyma02g27020 + Gm02 28185724 28185901
Glyma02g27030 - Gm02 28215054 28215247
Glyma02g27040 + Gm02 28237869 28239012
Glyma02g27050 + Gm02 28252329 28258320
Glyma02g27060 - Gm02 28253100 28254263
Glyma02g27070 - Gm02 28255681 28256596
Glyma02g27090 + Gm02 28263802 28264460
Glyma02g27100 + Gm02 28268239 28268545
Glyma02g27110 - Gm02 28271123 28271414
Glyma02g27120 - Gm02 28271928 28273314
Glyma02g27130 - Gm02 28274633 28274782
Glyma02g27140 - Gm02 28282678 28283156
Glyma02g27150 - Gm02 28283193 28285134
Glyma02g27160 + Gm02 28287755 28288037
Glyma02g27170 + Gm02 28291225 28291726
Glyma02g27180 + Gm02 28381234 28387362
Glyma02g27190 - Gm02 28450255 28450720
Glyma02g27200 + Gm02 28463927 28464391
Glyma02g27210 + Gm02 28480826 28485074
Glyma02g27220 + Gm02 28505554 28513424
Glyma02g27230 - Gm02 28608492 28610947
Glyma02g27240 - Gm02 28615269 28617930
Glyma02g27250 + Gm02 28636962 28637055
Glyma02g27260 - Gm02 28638122 28643926
Glyma02g27460 + Gm02 28818020 28820496
Glyma02g27470 - Gm02 28820650 28825775
Glyma02g27480 + Gm02 28834665 28835562
Glyma02g27680 + Gm02 29013058 29045557
Glyma02g27890 + Gm02 29169618 29170774
Glyma02g27910 + Gm02 29237293 29237441
Glyma02g27920 + Gm02 29243340 29244339
Glyma02g27930 + Gm02 29246770 29247339
Glyma02g27940 + Gm02 29266098 29266399
Glyma02g27950 - Gm02 29274224 29274918
Glyma02g27960 + Gm02 29308114 29308228
Glyma02g27970 + Gm02 29321469 29321694
Glyma02g27980 + Gm02 29331185 29331340
Glyma02g27990 + Gm02 29345210 29345476
Glyma02g28000 - Gm02 29345520 29353682
Glyma02g28010 - Gm02 29403004 29408643
Glyma02g28210 - Gm02 29516521 29531703
Glyma02g28240 - Gm02 29535624 29535904
Glyma02g28250 - Gm02 29546294 29548490
Glyma02g28260 - Gm02 29563783 29564011
Glyma02g28270 + Gm02 29564626 29567711
Glyma02g28300 - Gm02 29589880 29590430
Glyma02g28500 + Gm02 29750441 29750863
Glyma02g28510 + Gm02 29754326 29754760
Glyma02g28520 - Gm02 29774373 29775819
Glyma02g28530 + Gm02 29776362 29792899
Glyma02g28540 + Gm02 29802107 29802253
Glyma02g28550 - Gm02 29819747 29821670
Glyma02g28560 + Gm02 29829316 29829515
Glyma02g28590 - Gm02 29837188 29838278
Glyma02g28600 + Gm02 29842215 29847117
Glyma02g28610 + Gm02 29843827 29844793
Glyma02g28620 - Gm02 29879697 29881034
Glyma02g28630 - Gm02 29884424 29891510
Glyma02g28830 + Gm02 29996386 29998948
Glyma02g28840 + Gm02 30053131 30058524
Glyma02g28850 + Gm02 30090563 30091654
Glyma02g28860 - Gm02 30093904 30095858
Glyma02g28870 - Gm02 30119940 30120307
Glyma02g28880 - Gm02 30138764 30141108
Glyma02g28890 - Gm02 30180385 30180873
Glyma02g28900 - Gm02 30183946 30184065
Glyma02g28910 - Gm02 30205436 30208471
Glyma02g28930 + Gm02 30227231 30227527
Glyma02g28940 + Gm02 30235643 30237887
Glyma02g28950 - Gm02 30269007 30270776
Glyma02g28960 - Gm02 30302630 30303076
Glyma02g28970 + Gm02 30360919 30361368
Glyma02g28980 - Gm02 30372875 30373490
Glyma02g28990 + Gm02 30374888 30375814
Glyma02g29000 + Gm02 30379059 30380091
Glyma02g29010 + Gm02 30387636 30389346
Glyma02g29020 + Gm02 30400628 30402545
Glyma02g29040 + Gm02 30421717 30422149
Glyma02g29050 - Gm02 30452507 30456734
Glyma02g29060 - Gm02 30472507 30474112
Glyma02g29070 + Gm02 30485899 30486455
Glyma02g29080 - Gm02 30487267 30488065
Glyma02g29090 - Gm02 30490705 30493298
Glyma02g29100 - Gm02 30494342 30497235
Glyma02g29120 + Gm02 30542671 30544678
Glyma02g29130 - Gm02 30544534 30545980
Glyma02g29140 - Gm02 30554198 30556659
Glyma02g29150 - Gm02 30578967 30584188
Glyma02g29160 + Gm02 30620951 30624224
Glyma02g29170 - Gm02 30626674 30631980
Glyma02g29190 + Gm02 30681586 30684712
Glyma02g29200 - Gm02 30687740 30688570
Glyma02g29210 - Gm02 30694855 30696498
Glyma02g29220 - Gm02 30699145 30699742
Glyma02g29230 - Gm02 30704642 30705716
Glyma02g29240 - Gm02 30716820 30723562
Glyma02g29250 - Gm02 30733193 30743445
Glyma02g29260 + Gm02 30776827 30784623
Glyma02g29270 - Gm02 30796951 30797371
Glyma02g29280 + Gm02 30808805 30809521
Glyma02g29290 + Gm02 30815892 30816738
Glyma02g29300 + Gm02 30840427 30841037
Glyma02g29310 + Gm02 30842555 30843512
Glyma02g29320 - Gm02 30844322 30844518
Glyma02g29330 + Gm02 30857764 30857949
Glyma02g29340 + Gm02 30858169 30858538
Glyma02g29350 - Gm02 30866580 30867471
Glyma02g29360 - Gm02 30876968 30882211
Glyma02g29370 + Gm02 30957768 30958007
Glyma02g29380 - Gm02 30961239 30975458
Glyma02g29390 - Gm02 30980821 30981431
Glyma02g29410 + Gm02 31063351 31064497
Glyma02g29420 + Gm02 31067568 31067809
Glyma02g29430 - Gm02 31080602 31081364
Glyma02g29440 + Gm02 31094161 31095154
Glyma02g29450 - Gm02 31121356 31123521
Glyma02g29470 - Gm02 31131812 31132926
Glyma02g29480 - Gm02 31133920 31136191
Glyma02g29490 - Gm02 31167503 31168888
Glyma02g29500 - Gm02 31172239 31173798
Glyma02g29510 - Gm02 31176977 31177667
Glyma02g29520 + Gm02 31181967 31184066
Glyma02g29540 + Gm02 31235340 31236046
Glyma02g29550 - Gm02 31248181 31249914
Glyma02g29560 + Gm02 31294464 31296079
Glyma02g29570 - Gm02 31308655 31309580
Glyma02g29580 - Gm02 31336628 31347423
Glyma02g29590 - Gm02 31367638 31367880
Glyma02g29600 - Gm02 31429294 31430499
Glyma02g29610 + Gm02 31460608 31464645
Glyma02g29620 - Gm02 31461654 31462036
Glyma02g29630 - Gm02 31466682 31467019
Glyma02g29830 + Gm02 31662033 31665411
Glyma02g29840 - Gm02 31669266 31669807
Glyma02g29850 - Gm02 31714298 31715769
Glyma02g29860 - Gm02 31716421 31717406
Glyma02g29870 + Gm02 31809692 31811807
Glyma02g29880 - Gm02 31818334 31818492
Glyma02g29890 + Gm02 31819721 31820504
Glyma02g29900 + Gm02 31884935 31887054
Glyma02g29910 + Gm02 31892745 31894908
Glyma02g29920 - Gm02 31899849 31903076
Glyma02g29930 - Gm02 31908569 31908938
Glyma02g29940 - Gm02 31912256 31912621
Glyma02g29950 - Gm02 31943646 31944030
Glyma02g29960 - Gm02 31948863 31949729
Glyma02g29970 + Gm02 31964128 31965217
Glyma02g29980 + Gm02 31985234 31987578
Glyma02g29990 - Gm02 32051331 32051435
Glyma02g30000 + Gm02 32066707 32067185
Glyma02g30010 + Gm02 32073183 32077017
Glyma02g30020 + Gm02 32089234 32089680
Glyma02g30040 + Gm02 32106843 32107719
Glyma02g30060 + Gm02 32121734 32127778
Glyma02g30080 + Gm02 32143340 32145539
Glyma02g30090 - Gm02 32192640 32198822
Glyma02g30100 - Gm02 32200641 32201501
Glyma02g30310 - Gm02 32362551 32363575
Glyma02g30320 - Gm02 32370570 32370911
Glyma02g30330 - Gm02 32382993 32384238
Glyma02g30340 + Gm02 32384372 32386655
Glyma02g30360 + Gm02 32393900 32399571
Glyma02g30370 - Gm02 32402534 32410875
Glyma02g30380 + Gm02 32414555 32417453
Glyma02g30390 - Gm02 32424978 32425314
Glyma02g30400 - Gm02 32427976 32428559
Glyma02g30410 - Gm02 32428659 32428762
Glyma02g30610 + Gm02 32552538 32555484
Glyma02g30620 + Gm02 32616320 32616586
Glyma02g30630 - Gm02 32618612 32620399
Glyma02g30640 - Gm02 32661811 32663833
Glyma02g30650 - Gm02 32677513 32678168
Glyma02g30660 + Gm02 32688624 32690190
Glyma02g30670 - Gm02 32711291 32716636
Glyma02g30680 - Gm02 32744701 32744876
Glyma02g30690 - Gm02 32751179 32751840
Glyma02g30700 + Gm02 32769490 32769611
Glyma02g30710 - Gm02 32775289 32775582
Glyma02g30720 + Gm02 32788876 32789091
Glyma02g30730 + Gm02 32813596 32814765
Glyma02g30760 - Gm02 32894978 32897650
Glyma02g30770 + Gm02 32903182 32904442
Glyma02g30780 - Gm02 32907104 32907284
Glyma02g30790 - Gm02 32924005 32924359
Glyma02g30800 - Gm02 32982299 32985399
Glyma02g30810 - Gm02 33029283 33029474
Glyma02g30820 - Gm02 33063318 33063459
Glyma02g30840 - Gm02 33115776 33129078
Glyma02g30850 + Gm02 33170205 33170514
Glyma02g30860 - Gm02 33186379 33186559
Glyma02g30870 + Gm02 33279718 33280371
Glyma02g30880 - Gm02 33314163 33315131
Glyma02g30890 + Gm02 33384009 33387988
Glyma02g30900 - Gm02 33437313 33439298
Glyma02g30910 - Gm02 33442274 33442658
Glyma02g30920 + Gm02 33447709 33449303
Glyma02g30930 - Gm02 33451938 33452315
Glyma02g30940 + Gm02 33454216 33455543
Glyma02g30950 + Gm02 33457441 33459008
Glyma02g30960 + Gm02 33479325 33485610
Glyma02g30970 - Gm02 33497720 33499103
Glyma02g30980 + Gm02 33499283 33501346
Glyma02g30990 - Gm02 33501988 33502391
Glyma02g31020 - Gm02 33511486 33513115
Glyma02g31030 - Gm02 33581019 33581465
Glyma02g31040 - Gm02 33590479 33590672
Glyma02g31050 - Gm02 33592314 33592973
Glyma02g31060 - Gm02 33608934 33609473
Glyma02g31070 + Gm02 33692971 33694490
Glyma02g31080 + Gm02 33730185 33733095
Glyma02g31090 - Gm02 33740757 33742922
Glyma02g31100 - Gm02 33746608 33747523
Glyma02g31110 + Gm02 33751684 33755719
Glyma02g31120 - Gm02 33765122 33765383
Glyma02g31130 - Gm02 33787866 33790129
Glyma02g31140 + Gm02 33794115 33794771
Glyma02g31150 - Gm02 33796329 33805616
Glyma02g31160 - Gm02 33810285 33810433
Glyma02g31170 - Gm02 33858599 33861722
Glyma02g31180 + Gm02 33880408 33880977
Glyma02g31190 + Gm02 33891135 33891887
Glyma02g31200 + Gm02 33900700 33901258
Glyma02g31210 - Gm02 33904828 33905731
Glyma02g31220 - Gm02 33981383 33981721
Glyma02g31230 - Gm02 33984391 33984970
Glyma02g31240 - Gm02 33985070 33985173
Glyma02g31250 - Gm02 33994470 33996219
Glyma02g31260 + Gm02 34000740 34001320
Glyma02g31270 - Gm02 34006549 34009230
Glyma02g31280 - Gm02 34032176 34034521
Glyma02g31290 - Gm02 34041345 34048668
Glyma02g31300 + Gm02 34039226 34043986
Glyma02g31320 - Gm02 34074074 34081893
Glyma02g31340 + Gm02 34139974 34152931
Glyma02g31350 - Gm02 34159868 34160782
Glyma02g31360 + Gm02 34209064 34210275
Glyma02g31370 + Gm02 34212653 34219403
Glyma02g31380 + Gm02 34247547 34249161
Glyma02g31390 + Gm02 34255783 34256523
Glyma02g31400 + Gm02 34279549 34280873
Glyma02g31410 + Gm02 34297519 34299678
Glyma02g31420 + Gm02 34314572 34315192
Glyma02g31430 - Gm02 34335075 34338800
Glyma02g31440 + Gm02 34348288 34352448
Glyma02g31450 + Gm02 34364721 34364896
Glyma02g31460 + Gm02 34440853 34443170
Glyma02g31470 - Gm02 34445281 34447203
Glyma02g31480 + Gm02 34458041 34466283
Glyma02g31490 + Gm02 34474225 34481273
Glyma02g31500 - Gm02 34482389 34485281
Glyma02g31510 - Gm02 34518642 34519304
Glyma02g31520 - Gm02 34519373 34521354
Glyma02g31530 + Gm02 34536524 34543736
Glyma02g31540 + Gm02 34605345 34609170
Glyma02g31550 + Gm02 34693859 34697826
Glyma02g31560 - Gm02 34698319 34698509
Glyma02g31570 + Gm02 34703305 34703589
Glyma02g31580 - Gm02 34781012 34788376
Glyma02g31590 + Gm02 34797171 34797498
Glyma02g31600 + Gm02 34819979 34821364
Glyma02g31610 - Gm02 34822455 34822678
Glyma02g31620 - Gm02 34822935 34824470
Glyma02g31640 - Gm02 34891455 34891918
Glyma02g31840 - Gm02 35008641 35009106
Glyma02g31850 - Gm02 35011483 35011748
Glyma02g31860 - Gm02 35031096 35032479
Glyma02g31870 - Gm02 35077968 35080920
Glyma02g31880 - Gm02 35086671 35087800
Glyma02g31890 - Gm02 35088456 35088609
Glyma02g31900 + Gm02 35088594 35089218
Glyma02g31910 + Gm02 35092068 35093234
Glyma02g31920 - Gm02 35098208 35099346
Glyma02g31930 - Gm02 35130950 35131140
Glyma02g31940 + Gm02 35156107 35156196
Glyma02g31950 - Gm02 35156896 35159343
Glyma02g31960 - Gm02 35163509 35163914
Glyma02g31980 - Gm02 35213604 35213990
Glyma02g31990 - Gm02 35217785 35218121
Glyma02g32000 + Gm02 35220555 35224872
Glyma02g32010 - Gm02 35225154 35226353
Glyma02g32020 - Gm02 35226847 35228265
Glyma02g32030 - Gm02 35238064 35241407
Glyma02g32060 - Gm02 35263251 35263360
Glyma02g32070 + Gm02 35264020 35264165
Glyma02g32080 - Gm02 35265689 35265835
Glyma02g32090 + Gm02 35304152 35305325
Glyma02g32100 + Gm02 35322417 35333742
Glyma02g32120 + Gm02 35391361 35392088
Glyma02g32130 - Gm02 35393137 35394568
Glyma02g32340 + Gm02 35557143 35558447
Glyma02g32350 - Gm02 35558336 35558521
Glyma02g32360 + Gm02 35585789 35586259
Glyma02g32370 + Gm02 35644026 35648245
Glyma02g32770 - Gm02 35957224 35958797
Glyma02g32780 + Gm02 36006667 36018349
Glyma02g32980 - Gm02 36290062 36302704
Glyma02g33000 + Gm02 36358328 36358750
Glyma02g33010 + Gm02 36419612 36423456
Glyma02g33020 + Gm02 36485758 36496327
Glyma02g33040 + Gm02 36599198 36603545
Glyma02g33060 + Gm02 36706864 36708571
Glyma02g33070 - Gm02 36780959 36791889
Glyma02g33080 - Gm02 36820903 36823490
Glyma02g33090 - Gm02 36922676 36928221
Glyma02g33100 + Gm02 36950625 36952108
Glyma02g33110 - Gm02 36953859 36960995
Glyma02g33320 - Gm02 37079783 37083216
Glyma02g33330 + Gm02 37105914 37106119
Glyma02g33340 - Gm02 37116869 37122474
Glyma02g33350 + Gm02 37144731 37155315
Glyma02g33550 + Gm02 37347504 37351235
Glyma02g33570 + Gm02 37426187 37430749
Glyma02g33770 + Gm02 37573538 37577300
Glyma02g33780 - Gm02 37582176 37583894
Glyma02g33810 + Gm02 37636321 37641659
Glyma02g33820 - Gm02 37645882 37654746
Glyma02g33830 - Gm02 37681837 37682404
Glyma02g33840 - Gm02 37693713 37694647
Glyma02g33850 - Gm02 37783817 37784170
Glyma02g33860 - Gm02 37798257 37799152
Glyma02g33870 - Gm02 37801823 37803291
Glyma02g33880 + Gm02 37809566 37812887
Glyma02g33890 + Gm02 37819401 37821079
Glyma02g33900 + Gm02 37822472 37823059
Glyma02g33910 - Gm02 37845859 37847471
Glyma02g33920 + Gm02 37848195 37854257
Glyma02g33930 + Gm02 37903839 37905002
Glyma02g33940 - Gm02 37953033 37953518
Glyma02g33950 + Gm02 37963605 37963853
Glyma02g33960 - Gm02 37969429 37970591
Glyma02g33970 - Gm02 37982075 37982303
Glyma02g33980 - Gm02 37998969 37999151
Glyma02g33990 + Gm02 38011058 38011198
Glyma02g34000 - Gm02 38031225 38031523
Glyma02g34010 - Gm02 38033350 38033935
Glyma02g34020 - Gm02 38037799 38038543
Glyma02g34030 - Gm02 38039635 38040421
Glyma02g34040 - Gm02 38058967 38059231
Glyma02g34050 - Gm02 38071077 38072860
Glyma02g34060 + Gm02 38074015 38083950
Glyma02g34070 - Gm02 38085842 38092028
Glyma02g34080 - Gm02 38095238 38095887
Glyma02g34090 - Gm02 38103525 38105109
Glyma02g34100 - Gm02 38128738 38129410
Glyma02g34110 - Gm02 38144865 38146327
Glyma02g34120 - Gm02 38219469 38219755
Glyma02g34130 + Gm02 38261589 38262023
Glyma02g34140 + Gm02 38263786 38264708
Glyma02g34150 + Gm02 38348008 38348096
Glyma02g34160 + Gm02 38367248 38367649
Glyma02g34170 + Gm02 38369917 38370087
Glyma02g34180 - Gm02 38376362 38377655
Glyma02g34190 - Gm02 38379301 38379622
Glyma02g34200 + Gm02 38379463 38381801
Glyma02g34210 - Gm02 38392506 38393093
Glyma02g34220 - Gm02 38398507 38401791
Glyma02g34230 - Gm02 38420509 38421436
Glyma02g34240 - Gm02 38421733 38422627
Glyma02g34250 + Gm02 38448624 38448953
Glyma02g34260 - Gm02 38471054 38473687
Glyma02g34460 + Gm02 38604109 38604717
Glyma02g34470 - Gm02 38645626 38653653
Glyma02g34480 - Gm02 38726094 38726824
Glyma02g34490 - Gm02 38727892 38731077
Glyma02g34500 + Gm02 38740370 38741524
Glyma02g34510 + Gm02 38748142 38749039
Glyma02g34520 + Gm02 38751901 38753590
Glyma02g34530 + Gm02 38755288 38755467
Glyma02g34540 + Gm02 38757081 38759127
Glyma02g34550 + Gm02 38773849 38775004
Glyma02g34560 - Gm02 38777248 38777577
Glyma02g34570 - Gm02 38787154 38787333
Glyma02g34580 - Gm02 38801600 38801863
Glyma02g34590 - Gm02 38842960 38843160
Glyma02g34600 + Gm02 38871998 38872575
Glyma02g34610 + Gm02 38893899 38894575
Glyma02g34620 + Gm02 38899721 38904362
Glyma02g34630 - Gm02 38962695 38968872
Glyma02g34640 - Gm02 39002008 39006650
Glyma02g34650 + Gm02 39011729 39012099
Glyma02g34660 - Gm02 39024239 39024960
Glyma02g34670 + Gm02 39057903 39058565
Glyma02g34680 - Gm02 39103904 39105119
Glyma02g34690 + Gm02 39150083 39151852
